Project Number,Due Date,Start Date,Client Due Date,Address 1,Address 2,City,State,ZIP,Info,Status,Field Status,Client Status,Tasks,Assigned To,Coordinator,Client Code,Reference,Description,Src. Project Provider,Src. Project ID,Src. Project Number,Options
TX122917-52,1/3/2018 0:00,,1/3/2018 0:00,2725 NW 201,,Andrews,TX,79714,LB: 1081,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",JuanDelgado,,,(Ongoing Ext) Periodic Lawn,$50.00 ,,,,
TX122917-53,1/3/2018 0:00,,1/3/2018 0:00,1406 NW 9th St,,Andrews,TX,79714,LB: 0931,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",JuanDelgado,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX122917-54,1/3/2018 0:00,,1/3/2018 0:00,1292 N FM 2869,,Winnsboro,TX,75494,LB: 3746,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Jenniferh,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX122917-55,1/3/2018 0:00,,1/3/2018 0:00,323 PR 5991,,Yantis,TX,75497,LB: 2327,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Jenniferh,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX122917-56,1/3/2018 0:00,,1/3/2018 0:00,6 Inwood Rd,,Texarkana,TX,75501,LB: 7153,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",kristywilliams,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX122917-57,1/3/2018 0:00,,1/3/2018 0:00,201 S Lane St,,Decatur,TX,76234,LB: 2852,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",MarkMoeller,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX122917-58,1/3/2018 0:00,,1/3/2018 0:00,2506 Se 14th St,,Mineral Wells,TX,76067,LB: 1598,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",MarkMoeller,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX122917-59,1/3/2018 0:00,,1/3/2018 0:00,7381 FM 2692,,Gordon,TX,76453,LB: 1826,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",MarkMoeller,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX122917-60,1/3/2018 0:00,,1/3/2018 0:00,3507 152nd St,,Lubbock,TX,79423,LB: 9304,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",rickieortiz,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX122917-61,1/3/2018 0:00,,1/3/2018 0:00,2009 E Bradley St,,Lubbock,TX,79403,LB: 6220,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",rickieortiz,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX122917-94,1/3/2018 0:00,,1/3/2018 0:00,804 N Foley St,,Seymour,TX,76380,LB:  1487,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Clintg,,,(Ongoing Ext) Periodic Lawn,$75.00 ,,,,
TX122917-96,1/3/2018 0:00,,1/3/2018 0:00,4904 Blackburn Ave,,Joshua,TX,76058,LB: 4925,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",LatriciaCheek,,,(Ongoing Ext) Periodic Lawn,$70.00 ,,,,
TX122917-97,1/3/2018 0:00,,1/3/2018 0:00,307 Woodlawn Dr,,Keene,TX,76059,LB: 9661,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",LatriciaCheek,,,(Ongoing Ext) Periodic Lawn,$55.00 ,,,,
TX122917-98,1/3/2018 0:00,,1/3/2018 0:00,185 Cr 908,,Stephenville,TX,76401,LB: 6555,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",LatriciaCheek,,,(Ongoing Ext) Periodic Lawn,$75.00 ,,,,
OK122917-39,1/3/2018 17:00,,1/3/2018 17:00,510 13TH N,,HARTSHORNE,OK,74547,LB: 7965,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",jameshale,,,(Ongoing Ext) Periodic Lawn,$90.00 ,,,,
101-105332,1/3/2018 23:00,,1/3/2018 23:00,"3906 S Nassau Ave,",,Sand Springs,OK,74063,LB: 7486,Invoiced,Viewed,Fannie Mae,"[{""serviceName"":""Initial Winterization"",""survey"":null,""instructions"":""Property is in redemption status , please do not remove personal property."",""options"":null}]",Marcog,,,Initial Winterization,$100.00 ,,,,
101-105332__1,1/3/2018 23:00,,1/3/2018 23:00,"3906 S Nassau Ave,",,Sand Springs,OK,74063,LB: 7486,Invoiced,Viewed,Fannie Mae,"[{""serviceName"":""Initial Exterior Maintenance"",""survey"":"""",""instructions"":""Property is in redemption status , please do not remove personal property."",""options"":null}]",Marcog,,,Initial Exterior Maintenance,$100.00 ,,,,
102-110546__1,1/3/2018 23:00,,1/3/2018 23:00,"1203 S Florida St,",,Amarillo,TX,79102,LB: 7263,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""Initial Winterization - Unit 2"",""survey"":"""",""instructions"":""Please perform the Winterization on the 2nd home"",""options"":null}]",rickieortiz,,,Initial Winterization - Unit 2,$100.00 ,,,,
102-115601,1/3/2018 23:00,,1/3/2018 23:00,8400 Sunset Cove Dr,,Fort Worth,TX,76179,LB: 0828,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""De-Winterize"",""survey"":"""",""instructions"":""If there is electricity at the property please set the thermostat to 60 -65 degrees"",""options"":null}]",Lorenlowe,,,De-Winterize,$25.00 ,,,,
103-145422,1/3/2018 23:00,,1/3/2018 23:00,3848 Royal Lane,,Dallas,TX,75229,LB: 4471,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""Plumbing Emergency Repair"",""survey"":null,""instructions"":""Please turn off water at the meter and locate the leak please call the office if it is extensive."",""options"":null}]",wemowdallas,,,Plumbing Emergency Repair,NTE $250.00,,,,
11032017-124__1__1,1/3/2018 23:00,,1/3/2018 23:00,503 E Fowler St,,Savoy,TX,75479,LB: 0207,Invoiced,,Fannie Mae,"[{""serviceName"":""Emergency Repair_ Service"",""survey"":"""",""instructions"":""Please re-secure flooring on furnace closet , this is a fall hazard ---Need to remove tack strips\/ carpet glue from the interior of the home,\n\n1\/4\/2018 - Please submit photos of the tack strips before, during and after - then mark the work order back as complete. - Jamie"",""options"":null}]",Marcuspotter,,,Ongoing Deficiency,$20.00 ,,,,
OK16470659,1/3/2018 23:00,,1/3/2018 23:00,1000 W Elm St,,Stilwell,OK,74960,LB: 2479,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""Initial Winterization"",""survey"":"""",""instructions"":"""",""options"":null}]",Michaelz,,,Initial Winterization,100,,,,
OK16470659__1,1/3/2018 23:00,,1/3/2018 23:00,1000 W Elm St,,Stilwell,OK,74960,LB: 2479,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""Initial Exterior Maintenance"",""survey"":null,""instructions"":"""",""options"":null}]",Michaelz,,,Initial Exterior Maintenance,100,,,,
OK122917-19,1/4/2018 0:00,,1/4/2018 0:00,1008 W IDYLWILD DR,,OKLAHOMA CITY,OK,73110,confirmation,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Clintg,,,(Ongoing Ext) Periodic Lawn,$42.00 ,,,,
OK122917-26,1/4/2018 0:00,,1/4/2018 0:00,10508 NW 16TH ST,,Yukon,OK,73099,LB: 9548,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":"""",""instructions"":"""",""options"":null}]",gustavocamacho,,,(Ongoing Ext) Periodic Lawn,$75.00 ,,,,
OK122917-35,1/4/2018 0:00,,1/4/2018 0:00,5720 IRVINE DR,,EDMOND,OK,73025,confirmation,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",gustavocamacho,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
OK122917-49,1/4/2018 0:00,,1/4/2018 0:00,1602 S AETNA STREET,,STILLWATER,OK,74074,LB: 6353,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",marcelinodiaz,,,(Ongoing Ext) Periodic Lawn,$40.00 ,,,,
OK122917-5,1/4/2018 0:00,,1/4/2018 0:00,2602 SW H AVE,,LAWTON,OK,73505,LB: 8845,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Clintg,,,(Ongoing Ext) Periodic Lawn,$42.00 ,,,,
OK122917-69,1/4/2018 0:00,,1/4/2018 0:00,36 N VICTOR AVE,,TULSA,OK,74110,confirmation,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",marcog,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
OK122917-90,1/4/2018 0:00,,1/4/2018 0:00,1724 White Tail Dr,,Altus,OK,73521,LB: 5823,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",royherndon,,,(Ongoing Ext) Periodic Lawn,$90.00 ,,,,
OK122917-90__1,1/4/2018 0:00,,1/4/2018 0:00,1724 White Tail Dr,,Altus,OK,73521,LB: 5823,Invoiced,Viewed,Fannie Mae,"[{""serviceName"":""_Ongoing Int_ Periodic clean"",""survey"":null,""instructions"":"""",""options"":null}]",royherndon,,,(Ongoing Int) Periodic clean,$30.00 ,,,,
TX122917-101,1/4/2018 0:00,,1/4/2018 0:00,1203 S Florida St,,Amarillo,TX,79102,LB: 7263,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",rickieortiz,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX122917-62,1/4/2018 0:00,,1/4/2018 0:00,15335 FM 90,,Mabank,TX,75147,LB: 4746,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Angelav,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX122917-63,1/4/2018 0:00,,1/4/2018 0:00,813 Mallard St,,Euless,TX,76039,LB: 1363,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Angelav,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX122917-64,1/4/2018 0:00,,1/4/2018 0:00,100 Pebble Creek Way,,Alvarado,TX,76009,LB: 0328,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",LatriciaCheek,,,(Ongoing Ext) Periodic Lawn,$40.00 ,,,,
TX122917-65,1/4/2018 0:00,,1/4/2018 0:00,4615 Tulip Dr,,Granbury,TX,76049,LB: 6754,Invoiced,Viewed,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":"""",""instructions"":""leaves need to be cleaned up along the fence line and throughout the entire property"",""options"":null}]",LatriciaCheek,,,(Ongoing Ext) Periodic Lawn,$70.00 ,,,,
TX122917-66,1/4/2018 0:00,,1/4/2018 0:00,7601 Mary Rose Ave,,Amarillo,TX,79118,LB: 6760,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",rickieortiz,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
TX122917-67,1/4/2018 0:00,,1/4/2018 0:00,3012 Post St,,Texarkana,TX,75501,LB: 6826,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",TeddyBrabham,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
OK122917-27,1/4/2018 17:00,,1/4/2018 17:00,613 Greenfield Dr,,Yukon,OK,73099,LB: 1997,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",gustavocamacho,,,(Ongoing Ext) Periodic Lawn,$75.00 ,,,,
OK122917-33,1/4/2018 17:00,,1/4/2018 17:00,13305 AMBLESIDE DR,,YUKON,OK,73099,LB: 8416,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",gustavocamacho,,,(Ongoing Ext) Periodic Lawn,$75.00 ,,,,
102-091852__1,1/4/2018 23:00,,1/4/2018 23:00,811 West 18th St,,Big Spring,TX,79720,LB: 5376,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Int_ Periodic Clean"",""survey"":null,""instructions"":"""",""options"":null}]",Rubenanahimartinez,,,(Ongoing Int) Periodic Clean,$30.00 ,,,,
102-163922,1/4/2018 23:00,,1/4/2018 23:00,"4615 Tulip Dr,",,Granbury,TX,76049,LB: 6754,Invoiced,Viewed,Fannie Mae,"[{""serviceName"":""Initial Deficiencies"",""survey"":null,""instructions"":""The washing machine hook up lines are not capped, there are tack strips still present and there is broken glass on the exterior, there is also a leaf accumulation along the fence line."",""options"":null}]",MarkMoeller,,,Initial Deficiencies,,,,,
102-163922__2,1/4/2018 23:00,,1/4/2018 23:00,"4615 Tulip Dr,",,Granbury,TX,76049,LB: 6754,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""Interior Handrail"",""survey"":"""",""instructions"":""The interior handrail is lose and needs to be fixed"",""options"":null}]",MarkMoeller,,,Interior Handrail,15,,,,
102-163922__3,1/4/2018 23:00,,1/4/2018 23:00,"4615 Tulip Dr,",,Granbury,TX,76049,LB: 6754,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""Smoke Detector"",""survey"":"""",""instructions"":""Please install a smoke detector in the family room"",""options"":null}]",MarkMoeller,,,Smoke Detector,$15.00 ,,,,
103-121026,1/4/2018 23:00,,1/4/2018 23:00,"503 E Fowler St,",,Savoy,TX,75479,LB: 0207,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""Roof and Gutter Package - Refresh"",""survey"":null,""instructions"":"""",""options"":null}]",Marcuspotter,,,Roof and Gutter Package - Refresh,$85.00 ,,,,
103-151951,1/4/2018 23:00,,1/4/2018 23:00,"4615 Tulip Dr,",,Granbury,TX,76049,LB: 6754,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""Initial Deficiencies"",""survey"":null,""instructions"":""Per our conversation the dishwasher, oven and stove need to be cleaned - also the work bench and the trash cans needs to be removed"",""options"":null}]",LatriciaCheek,,,Initial Deficiencies,,,,,
104-092917,1/4/2018 23:00,,1/4/2018 23:00,12 Bowie Ct,,Merkel,TX,79536,,Invoiced,,Fannie Mae,"[{""serviceName"":""Balance Due"",""survey"":"""",""instructions"":""Balance due on the following work order(s): \""$10\/each\""\n\n1. 91117-5\n2. 91517-5\n3. 92217-124\n4. 92817-120\n5. 101317-126\n6. 102017-133\n7. 11032017-73\n8. 10617-120\n9. 103017-1\n10. 111217-68\n11. 11192017-6\n12. 12032017-88\n13. 120817-70"",""options"":null}]",Rubenanahimartinez,,,Balance Due,$130.00 ,,,,
104-093528,1/4/2018 23:00,,1/4/2018 23:00,1506 Henderson St,,Sweetwater,TX,79556,,Invoiced,,Fannie Mae,"[{""serviceName"":""Balance Due"",""survey"":"""",""instructions"":""Balance due on work order(s):\n\n1. 102017-117\n2. 103017-3"",""options"":null}]",Rubenanahimartinez,,,Balance Dur,$20.00 ,,,,
104-164312,1/4/2018 23:00,,1/4/2018 23:00,"509 S Wall St,",,Iowa Park,TX,76367,LB: 6740,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":"""",""options"":null}]",Clintg,,,(Ongoing Ext) Periodic Lawn,$42.00 ,,,,
105-132109,1/4/2018 23:00,,1/4/2018 23:00,1506 Henderson St,,Sweetwater,TX,79556,LB: 2953,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":"""",""options"":null}]",Rubenanahimartinez,,,(Ongoing Ext) Periodic Lawn,$60.00 ,,,,
108-104644,1/4/2018 23:00,,1/4/2018 23:00,1805 Mittle Ave,,Big Spring,TX,79720,LB: 4072,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Int_ Periodic Clean"",""survey"":null,""instructions"":"""",""options"":null}]",Rubenanahimartinez,,,(Ongoing Int) Periodic Clean,$30.00 ,,,,
1218-135634__1,1/4/2018 23:00,,1/4/2018 23:00,"2822 Brazos River Dr,",,Granbury,TX,76048,,Invoiced,Viewed,Fannie Mae,"[{""serviceName"":""Balance Due"",""survey"":"""",""instructions"":""Balance due on the following work order:\n\n1. 12032017-8"",""options"":null}]",LatriciaCheek,,,Balance Due,$40.00 ,,,,
1218-141109__1,1/4/2018 23:00,,1/4/2018 23:00,4045 Dakota Trl,,Granbury,TX,76048,,Invoiced,,Fannie Mae,"[{""serviceName"":""Balance Due"",""survey"":"""",""instructions"":""Balance Due on work order: \n\n1. 12032017-81"",""options"":null}]",LatriciaCheek,,,Balance Due,$40.00 ,,,,
1218-141510__1,1/4/2018 23:00,,1/4/2018 23:00,1830 Cr 1011,,Glen Rose,TX,76043,,Invoiced,Viewed,Fannie Mae,"[{""serviceName"":""Balance Due"",""survey"":"""",""instructions"":""Balance Due on the following work order: \n\n1. 12032017-79"",""options"":null}]",LatriciaCheek,,,Balance Due,$40.00 ,,,,
1218-141728__1,1/4/2018 23:00,,1/4/2018 23:00,185 CR 908,,Stephenville,TX,76401,,Invoiced,,Fannie Mae,"[{""serviceName"":""Balance Due"",""survey"":"""",""instructions"":""Balance Due for work order: \n\n1. 12032017-50"",""options"":null}]",LatriciaCheek,,,Balance Due,$45.00 ,,,,
1218-141953__1,1/4/2018 23:00,,1/4/2018 23:00,4615 Tulip Dr,,Granbury,TX,76049,,Invoiced,Viewed,Fannie Mae,"[{""serviceName"":""Balance Due"",""survey"":"""",""instructions"":""Balance due for work order:\n\n1. 12032017-60"",""options"":null}]",LatriciaCheek,,,Balance Due,$40.00 ,,,,
PS17-15930-01,1/4/2018 23:00,1/3/2018 0:00,1/4/2018 23:00,OHIO DR,,Rowlett,TX,75024,,Invoiced,Viewed,City of Plano,"[{""serviceName"":""COP_ Trash removal"",""survey"":null,""instructions"":""Remove 2 CYD of debris consisting of pallet, box, and food waste throughout dumpster enclosure."",""options"":null}]",wemowdallas,,,COP: Trash removal,30,,,,
OK122917-10,1/5/2018 0:00,,1/5/2018 0:00,12101 Crystal Gardens Pl,,Oklahoma City,OK,73170,LB: 0873,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Clintg,,,(Ongoing Ext) Periodic Lawn,$42.00 ,,,,
OK122917-11,1/5/2018 0:00,,1/5/2018 0:00,1114 N Westmoreland Ave,,Oklahoma City,OK,73130,LB: 8406,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Clintg,,,(Ongoing Ext) Periodic Lawn,$42.00 ,,,,
OK122917-12,1/5/2018 0:00,,1/5/2018 0:00,12830 SE 19TH STREET,,Oklahoma City,OK,73130,LB: 4389,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Clintg,,,(Ongoing Ext) Periodic Lawn,$42.00 ,,,,
OK122917-13,1/5/2018 0:00,,1/5/2018 0:00,1409 W IOWA,,CHICKASHA,OK,73018,LB: 7221,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Clintg,,,(Ongoing Ext) Periodic Lawn,$42.00 ,,,,
OK122917-30,1/5/2018 0:00,,1/5/2018 0:00,11129 SW 4TH ST,,MUSTANG,OK,73064,LB: 5179,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",gustavocamacho,,,(Ongoing Ext) Periodic Lawn,$40.00 ,,,,
OK122917-56,1/5/2018 0:00,,1/5/2018 0:00,7207 S SYCAMORE PL,,BROKEN ARROW,OK,74011,LB: 2027,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",marcog,,,(Ongoing Ext) Periodic Lawn,$42.00 ,,,,
OK122917-57,1/5/2018 0:00,,1/5/2018 0:00,5903 W. 62ND ST.,,Tulsa,OK,74131,LB: 5009,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Marcog,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
OK122917-58,1/5/2018 0:00,,1/5/2018 0:00,10759E 30TH ST,,TULSA,OK,74129,LB: 6731,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Marcog,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
OK122917-59,1/5/2018 0:00,,1/5/2018 0:00,10136 S 72nd E Ave.,,Tulsa,OK,74133,LB: 7666 | Gate: 2386,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",marcog,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
OK122917-6,1/5/2018 0:00,,1/5/2018 0:00,2406 Sw Cornell Ave,,Lawton,OK,73505,LB: 7516,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Clintg,,,(Ongoing Ext) Periodic Lawn,$42.00 ,,,,
OK122917-60,1/5/2018 0:00,,1/5/2018 0:00,3511 W 41ST,,TULSA,OK,74107,LB: 1854,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",marcog,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
OK122917-7,1/5/2018 0:00,,1/5/2018 0:00,807 NW 33RD ST,,LAWTON,OK,73505,LB: 9488,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Clintg,,,(Ongoing Ext) Periodic Lawn,$42.00 ,,,,
OK122917-78,1/5/2018 0:00,,1/5/2018 0:00,11668 S 252nd W Ave,,Sapulpa,OK,74066,LB: 5854,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Michaelz,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
OK122917-8,1/5/2018 0:00,,1/5/2018 0:00,6820 NW FAIRCLOUD DR,,LAWTON,OK,73505,LB: 6147,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Clintg,,,(Ongoing Ext) Periodic Lawn,$42.00 ,,,,
OK122917-89,1/5/2018 0:00,,1/5/2018 0:00,1011 N BROADWAY AVE,,SHAWNEE,OK,74801,confirmation,Invoiced,Viewed,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",robertnelson,,,(Ongoing Ext) Periodic Lawn,$30.00 ,,,,
OK122917-9,1/5/2018 0:00,,1/5/2018 0:00,2500 Cedar Park Dr,,Oklahoma City,OK,73120,LB: 0547,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Ext_ Periodic Lawn"",""survey"":null,""instructions"":null,""options"":null}]",Clintg,,,(Ongoing Ext) Periodic Lawn,$42.00 ,,,,
OK122917-95,1/5/2018 0:00,,1/5/2018 0:00,17104 WALES GREEN AVE,,EDMOND,OK,73003,LB: 6043,Invoiced,Complete,Fannie Mae,"[{""serviceName"":""_Ongoing Int_ Periodic Clean"",""survey"":"""",""instructions"":"""",""options"":null}]",gustavocamacho,,,(Ongoing Int) Periodic Clean,$30.00 ,,,,
